id:name:fact:artist:ind
1:джоконда:Эта картина стала известна после её похищения:Леонардо да Винчи:965417/8bb679725a9be17da45b
2:рождение венеры:Девушка в центре - древнеримская богиня любви и красоты:Сандро Боттичелли:937455/58665969f28888f574f2
3:сотворение адама:На картине изображено рождение первого человека:Микеланджело Буонарроти:213044/34aec022f1cd7e9f0337
4:дама с горностаем:Животное, которое держит девушка, - горностай:Леонардо до Винчи:937455/c8af7176364522e28956
5:тайная вечеря:На картине изображена последняя трапеза Иисуса Христа с 12 учениками:Леонардо да Винчи:937455/ce15476a98116ce973df
6:сикстинская мадонна:Эта картина, на которой изображена мадонна с младенцем, была написана для алтаря Святого Папы Римского Сикста Второго:Рафаэль Санти:1521359/8b62c340ef914681e3ce
7:мадонна литта:На картине изображена мадонна Литта с младенцем Иисусом на руках:Леонардо да Винчи:1521359/81f49638e933439bc926
8:афинская школа:Фреска изображает Академию, основанную Платоном в Афинах в IV веке до н. э.:Рафаэль Санти:965417/b5d5238ebca9a2ef2c23
9:призвание апостола матфея:На картине изображены Христос, апостол Пётр и апостол Ватфей:Караваджо:1540737/7e9938b36b94c799bf5d
10:весна:Картина олицетворяет смену сезонов года :Сандро Боттичелли:1540737/2a664a005ca7b637942b
11:мадонна кастельфранко:Мадонна в городе Кастельфранко Венето:Джорджоне:937455/35209127cfd1e44c9f6e



